areaCode,areaName,areaType,date,cases,deaths,firstVacc,secondVacc,thirdVacc
E12000001,North East,region,24/04/2022,489,0,86,354,570
E12000001,North East,region,23/04/2022,585,0,118,438,615
E12000001,North East,region,22/04/2022,725,1,196,655,872
E12000001,North East,region,21/04/2022,887,9,159,443,755
E12000001,North East,region,20/04/2022,951,5,203,589,863
E12000001,North East,region,19/04/2022,1130,5,127,342,488
E12000001,North East,region,18/04/2022,1113,8,60,174,198
E12000001,North East,region,17/04/2022,960,10,9,73,80
E12000001,North East,region,16/04/2022,949,17,147,439,673
E12000001,North East,region,15/04/2022,937,13,109,298,322
E12000001,North East,region,14/04/2022,1134,9,155,391,645
E12000001,North East,region,13/04/2022,1372,13,144,459,725
E12000001,North East,region,12/04/2022,1438,7,154,350,674
E12000001,North East,region,11/04/2022,1626,14,128,441,537
E12000001,North East,region,10/04/2022,1307,8,131,468,564
E12000001,North East,region,09/04/2022,1193,12,157,495,682
E12000001,North East,region,08/04/2022,1368,17,190,490,807
E12000001,North East,region,07/04/2022,1693,7,139,327,669
E12000001,North East,region,06/04/2022,1965,11,138,300,665
E12000001,North East,region,05/04/2022,2202,23,143,238,508
E12000001,North East,region,04/04/2022,2255,12,94,294,426
E12000001,North East,region,03/04/2022,1919,13,105,346,391
E12000001,North East,region,02/04/2022,1561,11,190,527,661
E12000001,North East,region,01/04/2022,2028,14,131,348,602
E12000001,North East,region,31/03/2022,2297,10,181,475,489
E12000001,North East,region,30/03/2022,3149,10,150,472,716
E12000001,North East,region,29/03/2022,3328,12,160,392,564
E12000001,North East,region,28/03/2022,3949,7,130,408,470
E12000001,North East,region,27/03/2022,2749,10,74,315,407
E12000001,North East,region,26/03/2022,2374,9,153,484,555
E12000001,North East,region,25/03/2022,2622,9,165,490,594
E12000001,North East,region,24/03/2022,3002,9,159,602,667
E12000001,North East,region,23/03/2022,3420,6,186,609,847
E12000001,North East,region,22/03/2022,3660,14,248,524,601
E12000001,North East,region,21/03/2022,3754,5,119,404,532
E12000001,North East,region,20/03/2022,2737,2,123,462,594
E12000001,North East,region,19/03/2022,2052,4,155,530,791
E12000001,North East,region,18/03/2022,2205,5,186,527,718
E12000001,North East,region,17/03/2022,2399,3,150,546,616
E12000001,North East,region,16/03/2022,2692,8,214,573,781
E12000001,North East,region,15/03/2022,2616,0,177,659,628
E12000001,North East,region,14/03/2022,2791,4,139,496,531
E12000001,North East,region,13/03/2022,1984,4,95,358,497
E12000001,North East,region,12/03/2022,1587,3,160,558,620
E12000001,North East,region,11/03/2022,1609,4,258,617,980
E12000001,North East,region,10/03/2022,1659,5,176,545,661
E12000001,North East,region,09/03/2022,1661,4,222,581,788
E12000001,North East,region,08/03/2022,1687,6,228,491,586
E12000001,North East,region,07/03/2022,1578,4,143,286,520
E12000001,North East,region,06/03/2022,1115,5,103,340,541
E12000001,North East,region,05/03/2022,762,4,183,574,733
E12000001,North East,region,04/03/2022,917,4,237,532,844
E12000001,North East,region,03/03/2022,1060,7,236,651,574
E12000001,North East,region,02/03/2022,1101,11,262,581,651
E12000001,North East,region,01/03/2022,1078,7,191,614,562
E12000001,North East,region,28/02/2022,1113,7,187,379,538
E12000001,North East,region,27/02/2022,801,9,136,390,483
E12000001,North East,region,26/02/2022,650,6,172,547,602
E12000001,North East,region,25/02/2022,684,6,272,593,986
E12000001,North East,region,24/02/2022,762,6,291,545,965
E12000001,North East,region,23/02/2022,933,4,271,632,1036
E12000001,North East,region,22/02/2022,923,6,224,454,770
E12000001,North East,region,21/02/2022,1036,8,187,417,691
E12000001,North East,region,20/02/2022,836,12,118,354,603
E12000001,North East,region,19/02/2022,779,5,242,587,802
E12000001,North East,region,18/02/2022,990,8,242,707,850
E12000001,North East,region,17/02/2022,1243,6,293,971,1165
E12000001,North East,region,16/02/2022,1478,11,382,958,1321
E12000001,North East,region,15/02/2022,1473,11,367,856,968
E12000001,North East,region,14/02/2022,1651,14,281,711,806
E12000001,North East,region,13/02/2022,1274,14,201,537,738
E12000001,North East,region,12/02/2022,1103,9,306,764,1160
E12000001,North East,region,11/02/2022,1375,9,383,917,1366
E12000001,North East,region,10/02/2022,1521,13,391,1241,1163
E12000001,North East,region,09/02/2022,1897,11,530,839,1000
E12000001,North East,region,08/02/2022,2146,14,418,906,874
E12000001,North East,region,07/02/2022,2336,14,379,1022,947
E12000001,North East,region,06/02/2022,1870,13,227,726,748
E12000001,North East,region,05/02/2022,1635,13,407,1096,1103
E12000001,North East,region,04/02/2022,2110,15,382,813,1390
E12000001,North East,region,03/02/2022,2557,19,457,902,1347
E12000001,North East,region,02/02/2022,2947,14,499,937,1352
E12000001,North East,region,01/02/2022,3390,26,417,951,1120
E12000001,North East,region,31/01/2022,3728,28,397,800,1222
E12000001,North East,region,30/01/2022,3137,17,428,1169,1121
E12000001,North East,region,29/01/2022,2313,16,478,1436,1447
E12000001,North East,region,28/01/2022,2957,24,641,1258,1819
E12000001,North East,region,27/01/2022,3693,18,567,992,1910
E12000001,North East,region,26/01/2022,4361,22,637,1044,1977
E12000001,North East,region,25/01/2022,4798,13,452,716,1680
E12000001,North East,region,24/01/2022,5344,21,411,758,1387
E12000001,North East,region,23/01/2022,4495,18,418,1301,1356
E12000001,North East,region,22/01/2022,3569,27,691,1887,2061
E12000001,North East,region,21/01/2022,4352,15,560,1240,2144
E12000001,North East,region,20/01/2022,4978,20,743,1241,2357
E12000001,North East,region,19/01/2022,5807,15,666,942,2230
E12000001,North East,region,18/01/2022,6317,20,621,874,2000
E12000001,North East,region,17/01/2022,7272,13,548,858,1921
E12000001,North East,region,16/01/2022,5549,20,726,1130,2031
E12000001,North East,region,15/01/2022,4514,10,857,1371,2705
E12000001,North East,region,14/01/2022,5229,19,839,1013,3854
E12000001,North East,region,13/01/2022,5805,10,815,1084,3843
E12000001,North East,region,12/01/2022,6533,22,650,1126,4592
E12000001,North East,region,11/01/2022,7490,12,577,867,3818
E12000001,North East,region,10/01/2022,8437,12,570,851,4540
E12000001,North East,region,09/01/2022,6140,9,815,1218,4461
E12000001,North East,region,08/01/2022,5985,9,1195,1731,9449
E12000001,North East,region,07/01/2022,8551,7,938,1348,8341
E12000001,North East,region,06/01/2022,11569,11,941,1148,9223
E12000001,North East,region,05/01/2022,14768,10,962,1281,10969
E12000001,North East,region,04/01/2022,17150,7,846,1324,8423
E12000001,North East,region,03/01/2022,13569,9,655,1064,6181
E12000001,North East,region,02/01/2022,9508,2,840,1401,6947
E12000001,North East,region,01/01/2022,6248,7,54,84,452
E12000001,North East,region,31/12/2021,9700,6,374,622,5284
E12000001,North East,region,30/12/2021,10874,9,1277,2059,16571
E12000001,North East,region,29/12/2021,11217,3,1205,1863,16054
E12000001,North East,region,28/12/2021,7866,6,924,1380,15333
E12000001,North East,region,27/12/2021,6167,5,431,666,8206
E12000001,North East,region,26/12/2021,4080,4,48,85,585
E12000001,North East,region,25/12/2021,2180,4,2,7,12
E12000001,North East,region,24/12/2021,4100,2,259,502,5073
E12000001,North East,region,23/12/2021,4450,7,991,1588,23176
E12000001,North East,region,22/12/2021,4180,7,1079,2025,33845
E12000001,North East,region,21/12/2021,3365,11,990,1919,35807
E12000001,North East,region,20/12/2021,2891,5,1201,1693,34294
E12000001,North East,region,19/12/2021,1879,6,1204,1797,33290
E12000001,North East,region,18/12/2021,1756,7,1293,1581,30361
E12000001,North East,region,17/12/2021,1871,4,852,1745,29444
E12000001,North East,region,16/12/2021,1982,4,1292,1733,37352
E12000001,North East,region,15/12/2021,2197,5,1037,1741,29418
E12000001,North East,region,14/12/2021,2063,3,1047,1087,25281
E12000001,North East,region,13/12/2021,2065,6,784,1134,17849
E12000001,North East,region,12/12/2021,1381,5,890,1456,18702
E12000001,North East,region,11/12/2021,1252,6,909,1429,20702
E12000001,North East,region,10/12/2021,1371,6,834,1594,18489
E12000001,North East,region,09/12/2021,1642,7,833,1382,20797
E12000001,North East,region,08/12/2021,1740,3,844,1390,17739
E12000001,North East,region,07/12/2021,1522,5,715,890,13263
E12000001,North East,region,06/12/2021,1781,6,695,1067,12770
E12000001,North East,region,05/12/2021,1250,5,583,877,12227
E12000001,North East,region,04/12/2021,1148,6,830,1313,20007
E12000001,North East,region,03/12/2021,1355,5,614,1215,16504
E12000001,North East,region,02/12/2021,1520,6,782,1047,19624
E12000001,North East,region,01/12/2021,1733,12,1034,1050,15852
E12000001,North East,region,30/11/2021,1767,4,625,926,15159
E12000001,North East,region,29/11/2021,1805,2,661,944,10502
E12000001,North East,region,28/11/2021,1468,3,463,674,11876
E12000001,North East,region,27/11/2021,791,3,516,978,17912
E12000001,North East,region,26/11/2021,1308,5,695,1004,15018
E12000001,North East,region,25/11/2021,1499,4,862,971,16738
E12000001,North East,region,24/11/2021,1643,5,700,848,15413
E12000001,North East,region,23/11/2021,1697,6,749,685,12865
E12000001,North East,region,22/11/2021,1861,9,914,566,12249
E12000001,North East,region,21/11/2021,1283,4,521,526,10781
E12000001,North East,region,20/11/2021,1217,11,692,847,17309
E12000001,North East,region,19/11/2021,1422,7,1090,761,13745
E12000001,North East,region,18/11/2021,1598,6,1142,682,13493
E12000001,North East,region,17/11/2021,1773,3,1056,765,16359
E12000001,North East,region,16/11/2021,1632,5,888,701,14401
E12000001,North East,region,15/11/2021,1749,5,1374,558,10745
E12000001,North East,region,14/11/2021,1250,4,898,568,10015
E12000001,North East,region,13/11/2021,1218,7,1213,826,20385
E12000001,North East,region,12/11/2021,1441,10,1288,773,13035
E12000001,North East,region,11/11/2021,1540,14,1593,905,16679
E12000001,North East,region,10/11/2021,1666,8,1153,804,16278
E12000001,North East,region,09/11/2021,1649,10,1583,667,14882
E12000001,North East,region,08/11/2021,1839,9,1431,609,10706
E12000001,North East,region,07/11/2021,1311,8,1119,530,9189
E12000001,North East,region,06/11/2021,1182,8,1726,1038,17684
E12000001,North East,region,05/11/2021,1326,12,1789,809,12843
E12000001,North East,region,04/11/2021,1434,7,1697,769,15848
E12000001,North East,region,03/11/2021,1644,9,1982,755,13779
E12000001,North East,region,02/11/2021,1767,11,2428,590,11944
E12000001,North East,region,01/11/2021,2197,7,1904,619,8616
E12000001,North East,region,31/10/2021,1756,15,1268,559,8593
E12000001,North East,region,30/10/2021,1539,8,1262,914,16088
E12000001,North East,region,29/10/2021,1988,6,1537,695,10719
E12000001,North East,region,28/10/2021,1993,9,1920,836,12853
E12000001,North East,region,27/10/2021,2053,7,1617,728,10823
E12000001,North East,region,26/10/2021,2019,7,1567,800,10259
E12000001,North East,region,25/10/2021,2158,5,1283,661,7427
E12000001,North East,region,24/10/2021,1640,10,405,801,6703
E12000001,North East,region,23/10/2021,1444,6,720,1316,15988
E12000001,North East,region,22/10/2021,1779,8,1610,1006,11713
E12000001,North East,region,21/10/2021,1885,11,1622,902,14460
E12000001,North East,region,20/10/2021,2254,5,1981,1084,12658
E12000001,North East,region,19/10/2021,2174,13,1622,902,9873
E12000001,North East,region,18/10/2021,2491,4,1403,858,6482
E12000001,North East,region,17/10/2021,1752,7,308,790,5407
E12000001,North East,region,16/10/2021,1471,5,548,1369,15617
E12000001,North East,region,15/10/2021,1651,7,1351,1037,9898
E12000001,North East,region,14/10/2021,1786,9,1645,1143,12055
E12000001,North East,region,13/10/2021,1946,7,1554,1119,9965
E12000001,North East,region,12/10/2021,1964,7,1633,1005,9412
E12000001,North East,region,11/10/2021,2202,7,1038,870,6859
E12000001,North East,region,10/10/2021,1609,4,418,920,5473
E12000001,North East,region,09/10/2021,1262,7,548,1188,15322
E12000001,North East,region,08/10/2021,1504,10,1915,1211,10090
E12000001,North East,region,07/10/2021,1534,6,1709,1391,10646
E12000001,North East,region,06/10/2021,1564,3,2234,1413,9002
E12000001,North East,region,05/10/2021,1610,7,1756,1121,9254
E12000001,North East,region,04/10/2021,1804,4,1559,1013,6606
E12000001,North East,region,03/10/2021,1249,7,361,987,6240
E12000001,North East,region,02/10/2021,972,8,589,1565,13447
E12000001,North East,region,01/10/2021,1129,6,1230,1328,8647
E12000001,North East,region,30/09/2021,1191,8,1951,1662,10541
E12000001,North East,region,29/09/2021,1287,9,1653,1365,7836
E12000001,North East,region,28/09/2021,1360,5,1315,1101,7771
E12000001,North East,region,27/09/2021,1556,5,887,836,7392
E12000001,North East,region,26/09/2021,1249,10,358,1203,2547
E12000001,North East,region,25/09/2021,1176,6,653,1785,5856
E12000001,North East,region,24/09/2021,1283,5,1368,1738,4681
E12000001,North East,region,23/09/2021,1506,9,598,2234,3876
E12000001,North East,region,22/09/2021,1460,14,843,2375,2351
E12000001,North East,region,21/09/2021,1701,5,463,1450,1388
E12000001,North East,region,20/09/2021,1704,14,463,1532,971
E12000001,North East,region,19/09/2021,1308,8,485,2099,7
E12000001,North East,region,18/09/2021,1075,6,797,3449,262
E12000001,North East,region,17/09/2021,1213,9,663,3273,98
E12000001,North East,region,16/09/2021,1326,13,887,3130,177
E12000001,North East,region,15/09/2021,1347,13,968,2883,108
E12000001,North East,region,14/09/2021,1229,13,527,2687,29
E12000001,North East,region,13/09/2021,1437,5,401,2448,4
E12000001,North East,region,12/09/2021,1055,5,687,3186,2
E12000001,North East,region,11/09/2021,1067,7,802,4170,42
E12000001,North East,region,10/09/2021,1316,10,911,4087,12
E12000001,North East,region,09/09/2021,1535,7,988,5064,2
E12000001,North East,region,08/09/2021,1623,1,800,3770,2
E12000001,North East,region,07/09/2021,1746,10,695,3037,2
E12000001,North East,region,06/09/2021,1909,6,539,2775,0
E12000001,North East,region,05/09/2021,1355,4,729,3737,0
E12000001,North East,region,04/09/2021,1329,5,1210,4923,1
E12000001,North East,region,03/09/2021,1548,9,1160,5299,4
E12000001,North East,region,02/09/2021,1593,7,1328,5795,2
E12000001,North East,region,01/09/2021,1668,2,1272,5065,1
E12000001,North East,region,31/08/2021,1725,7,941,4626,12
E12000001,North East,region,30/08/2021,1345,6,536,2669,3
E12000001,North East,region,29/08/2021,987,2,1105,3757,0
E12000001,North East,region,28/08/2021,1003,10,1541,4634,1
E12000001,North East,region,27/08/2021,1194,8,1413,5340,2
E12000001,North East,region,26/08/2021,1333,1,2155,5712,3
E12000001,North East,region,25/08/2021,1411,9,2443,6716,2
E12000001,North East,region,24/08/2021,1418,8,1606,5249,2
E12000001,North East,region,23/08/2021,1436,6,996,4380,1
E12000001,North East,region,22/08/2021,1093,6,1492,5097,1
E12000001,North East,region,21/08/2021,1025,6,1928,7555,4
E12000001,North East,region,20/08/2021,1142,10,1738,5666,0
E12000001,North East,region,19/08/2021,1253,8,1726,6006,5
E12000001,North East,region,18/08/2021,1283,6,2180,6855,0
E12000001,North East,region,17/08/2021,1256,10,1666,5129,3
E12000001,North East,region,16/08/2021,1334,4,902,4495,3
E12000001,North East,region,15/08/2021,898,4,1717,5473,2
E12000001,North East,region,14/08/2021,945,5,1779,7168,0
E12000001,North East,region,13/08/2021,1084,2,1742,7387,2
E12000001,North East,region,12/08/2021,1111,5,1820,7370,2
E12000001,North East,region,11/08/2021,1194,3,2887,6137,3
E12000001,North East,region,10/08/2021,1164,6,1389,4464,1
E12000001,North East,region,09/08/2021,1254,9,814,3345,0
E12000001,North East,region,08/08/2021,896,4,1096,5269,0
E12000001,North East,region,07/08/2021,913,6,1912,7639,0
E12000001,North East,region,06/08/2021,1075,8,1113,6063,3
E12000001,North East,region,05/08/2021,1277,9,1339,7328,1
E12000001,North East,region,04/08/2021,1342,10,1318,5924,2
E12000001,North East,region,03/08/2021,1236,13,1077,4450,2
E12000001,North East,region,02/08/2021,1217,10,784,3024,0
E12000001,North East,region,01/08/2021,891,9,844,4113,2
E12000001,North East,region,31/07/2021,892,10,1480,7941,0
E12000001,North East,region,30/07/2021,1176,7,1258,5724,1
E12000001,North East,region,29/07/2021,1274,8,1819,6654,5
E12000001,North East,region,28/07/2021,1443,6,1617,7041,1
E12000001,North East,region,27/07/2021,1530,2,1156,3930,0
E12000001,North East,region,26/07/2021,1720,10,1014,3035,1
E12000001,North East,region,25/07/2021,1266,5,1185,4450,4
E12000001,North East,region,24/07/2021,1370,12,2439,6572,1
E12000001,North East,region,23/07/2021,1636,4,1866,5838,2
E12000001,North East,region,22/07/2021,1898,6,2107,7014,4
E12000001,North East,region,21/07/2021,2152,8,2033,6268,0
E12000001,North East,region,20/07/2021,2607,5,1610,4085,2
E12000001,North East,region,19/07/2021,3465,13,1580,3335,1
E12000001,North East,region,18/07/2021,2474,1,2083,5430,1
E12000001,North East,region,17/07/2021,2679,3,3310,6593,0
E12000001,North East,region,16/07/2021,3953,5,2719,6722,2
E12000001,North East,region,15/07/2021,4636,4,3225,7194,2
E12000001,North East,region,14/07/2021,4330,4,2447,5379,2
E12000001,North East,region,13/07/2021,4173,5,1915,4489,3
E12000001,North East,region,12/07/2021,4058,2,1690,3128,1
E12000001,North East,region,11/07/2021,2931,4,1777,4976,1
E12000001,North East,region,10/07/2021,2883,2,3624,8718,4
E12000001,North East,region,09/07/2021,3142,7,3250,7784,24
E12000001,North East,region,08/07/2021,3268,3,4321,6607,15
E12000001,North East,region,07/07/2021,3793,2,4367,6129,20
E12000001,North East,region,06/07/2021,3590,3,3464,4073,1
E12000001,North East,region,05/07/2021,3466,1,3168,3343,0
E12000001,North East,region,04/07/2021,2471,0,5100,4619,1
E12000001,North East,region,03/07/2021,2303,4,5866,6334,3
E12000001,North East,region,02/07/2021,2334,0,5817,6522,7
E12000001,North East,region,01/07/2021,2611,4,7802,7108,3
E12000001,North East,region,30/06/2021,2552,0,6620,5949,1
E12000001,North East,region,29/06/2021,2441,1,6684,5162,1
E12000001,North East,region,28/06/2021,2339,0,4595,4154,2
E12000001,North East,region,27/06/2021,1636,1,6242,5638,3
E12000001,North East,region,26/06/2021,1371,0,7667,7607,4
E12000001,North East,region,25/06/2021,1547,1,7109,8644,3
E12000001,North East,region,24/06/2021,1400,1,9786,6433,3
E12000001,North East,region,23/06/2021,1358,0,7420,7471,1
E12000001,North East,region,22/06/2021,1205,1,6088,6905,3
E12000001,North East,region,21/06/2021,1103,1,4864,3905,5
E12000001,North East,region,20/06/2021,691,0,6934,5407,1
E12000001,North East,region,19/06/2021,633,0,9738,11112,9
E12000001,North East,region,18/06/2021,731,0,9658,9530,1
E12000001,North East,region,17/06/2021,769,0,11592,8362,4
E12000001,North East,region,16/06/2021,664,0,7274,7553,4
E12000001,North East,region,15/06/2021,668,0,5758,8644,6
E12000001,North East,region,14/06/2021,678,0,4096,7171,3
E12000001,North East,region,13/06/2021,423,0,4614,11281,6
E12000001,North East,region,12/06/2021,374,0,8937,13128,3
E12000001,North East,region,11/06/2021,407,0,7157,12397,3
E12000001,North East,region,10/06/2021,401,1,9080,14503,10
E12000001,North East,region,09/06/2021,375,0,6266,11220,7
E12000001,North East,region,08/06/2021,318,0,2687,13409,3
E12000001,North East,region,07/06/2021,301,0,3052,8932,4
E12000001,North East,region,06/06/2021,219,0,3285,13067,2
E12000001,North East,region,05/06/2021,156,0,6841,27040,5
E12000001,North East,region,04/06/2021,192,0,5591,18699,3
E12000001,North East,region,03/06/2021,220,0,6760,14454,2
E12000001,North East,region,02/06/2021,158,1,5975,11591,2
E12000001,North East,region,01/06/2021,136,0,2980,12266,3
E12000001,North East,region,31/05/2021,96,1,2009,5188,1
E12000001,North East,region,30/05/2021,84,0,3576,14650,1
E12000001,North East,region,29/05/2021,99,0,6850,22306,6
E12000001,North East,region,28/05/2021,103,0,7896,20969,8
E12000001,North East,region,27/05/2021,92,0,10839,16339,2
E12000001,North East,region,26/05/2021,96,0,10966,17347,2
E12000001,North East,region,25/05/2021,98,0,5093,15454,4
E12000001,North East,region,24/05/2021,83,0,2686,9379,2
E12000001,North East,region,23/05/2021,84,0,3754,14877,3
E12000001,North East,region,22/05/2021,54,0,6474,26774,6
E12000001,North East,region,21/05/2021,66,0,7802,18407,4
E12000001,North East,region,20/05/2021,67,0,9806,18312,2
E12000001,North East,region,19/05/2021,79,0,7346,14647,7
E12000001,North East,region,18/05/2021,93,0,4307,11146,1
E12000001,North East,region,17/05/2021,102,2,3149,7720,1
E12000001,North East,region,16/05/2021,76,0,5861,4052,1
E12000001,North East,region,15/05/2021,50,0,9789,13729,2
E12000001,North East,region,14/05/2021,66,0,9407,11890,2
E12000001,North East,region,13/05/2021,79,1,9712,18975,6
E12000001,North East,region,12/05/2021,79,2,8931,24339,4
E12000001,North East,region,11/05/2021,100,1,4045,12529,2
E12000001,North East,region,10/05/2021,68,0,2748,8145,0
E12000001,North East,region,09/05/2021,100,1,3968,10999,0
E12000001,North East,region,08/05/2021,71,0,6142,19954,3
E12000001,North East,region,07/05/2021,77,0,4665,22623,2
E12000001,North East,region,06/05/2021,91,0,3466,25402,1
E12000001,North East,region,05/05/2021,95,0,3971,18934,4
E12000001,North East,region,04/05/2021,119,1,4459,8290,4
E12000001,North East,region,03/05/2021,68,0,1469,2559,0
E12000001,North East,region,02/05/2021,58,0,5755,5955,2
E12000001,North East,region,01/05/2021,57,0,5920,16758,2
E12000001,North East,region,30/04/2021,71,0,4695,16622,7
E12000001,North East,region,29/04/2021,77,0,4980,19790,0
E12000001,North East,region,28/04/2021,85,1,3377,19660,1
E12000001,North East,region,27/04/2021,107,0,3218,12488,2
E12000001,North East,region,26/04/2021,112,2,3356,8553,1
E12000001,North East,region,25/04/2021,91,0,3748,11800,1
E12000001,North East,region,24/04/2021,59,0,8824,23616,1
E12000001,North East,region,23/04/2021,78,0,9000,18270,2
E12000001,North East,region,22/04/2021,61,1,5517,16738,1
E12000001,North East,region,21/04/2021,111,0,4650,17577,0
E12000001,North East,region,20/04/2021,84,0,4972,11606,2
E12000001,North East,region,19/04/2021,103,0,4327,7161,1
E12000001,North East,region,18/04/2021,95,0,3909,7055,1
E12000001,North East,region,17/04/2021,65,1,5002,17626,1
E12000001,North East,region,16/04/2021,95,0,5357,18795,4
E12000001,North East,region,15/04/2021,79,1,6396,14981,1
E12000001,North East,region,14/04/2021,98,2,4410,14617,3
E12000001,North East,region,13/04/2021,66,0,2704,8422,1
E12000001,North East,region,12/04/2021,92,0,2237,8229,1
E12000001,North East,region,11/04/2021,114,0,4199,8265,3
E12000001,North East,region,10/04/2021,82,0,4858,23320,6
E12000001,North East,region,09/04/2021,98,1,6567,19455,2
E12000001,North East,region,08/04/2021,107,2,4719,16862,4
E12000001,North East,region,07/04/2021,126,1,6072,14297,2
E12000001,North East,region,06/04/2021,144,3,4340,5871,1
E12000001,North East,region,05/04/2021,133,1,2703,1684,1
E12000001,North East,region,04/04/2021,104,0,3700,2285,0
E12000001,North East,region,03/04/2021,106,3,8261,9132,2
E12000001,North East,region,02/04/2021,102,1,4301,9184,0
E12000001,North East,region,01/04/2021,164,1,7181,22084,3
E12000001,North East,region,31/03/2021,232,2,8528,16535,3
E12000001,North East,region,30/03/2021,186,2,9917,11780,2
E12000001,North East,region,29/03/2021,232,1,8596,8836,1
E12000001,North East,region,28/03/2021,274,0,11938,6973,0
E12000001,North East,region,27/03/2021,216,3,20102,14263,3
E12000001,North East,region,26/03/2021,205,1,16116,9684,4
E12000001,North East,region,25/03/2021,236,1,17978,12114,1
E12000001,North East,region,24/03/2021,160,1,15456,9850,4
E12000001,North East,region,23/03/2021,167,4,15947,7978,6
E12000001,North East,region,22/03/2021,335,1,11462,4690,1
E12000001,North East,region,21/03/2021,299,2,13508,2330,2
E12000001,North East,region,20/03/2021,219,4,35904,6737,1
E12000001,North East,region,19/03/2021,256,0,26287,8508,2
E12000001,North East,region,18/03/2021,271,2,24260,8515,3
E12000001,North East,region,17/03/2021,315,5,19846,7626,4
E12000001,North East,region,16/03/2021,310,2,17930,5607,1
E12000001,North East,region,15/03/2021,327,1,15107,2063,0
E12000001,North East,region,14/03/2021,212,1,15391,365,0
E12000001,North East,region,13/03/2021,269,7,17764,1595,2
E12000001,North East,region,12/03/2021,296,7,13556,3810,2
E12000001,North East,region,11/03/2021,311,3,5304,4164,2
E12000001,North East,region,10/03/2021,331,5,6899,6895,4
E12000001,North East,region,09/03/2021,381,5,7203,2640,0
E12000001,North East,region,08/03/2021,347,7,7021,710,0
E12000001,North East,region,07/03/2021,220,6,7327,148,0
E12000001,North East,region,06/03/2021,249,7,14096,448,0
E12000001,North East,region,05/03/2021,285,10,20312,1431,2
E12000001,North East,region,04/03/2021,308,4,18713,1648,2
E12000001,North East,region,03/03/2021,349,8,8095,2004,0
E12000001,North East,region,02/03/2021,333,7,3281,1873,1
E12000001,North East,region,01/03/2021,407,10,4624,1168,0
E12000001,North East,region,28/02/2021,261,8,4531,1360,0
E12000001,North East,region,27/02/2021,290,9,11753,1784,0
E12000001,North East,region,26/02/2021,380,11,18923,518,0
E12000001,North East,region,25/02/2021,469,10,20233,356,0
E12000001,North East,region,24/02/2021,444,17,19062,202,0
E12000001,North East,region,23/02/2021,402,11,14199,125,0
E12000001,North East,region,22/02/2021,566,7,4491,13,0
E12000001,North East,region,21/02/2021,417,13,5484,17,0
E12000001,North East,region,20/02/2021,356,14,15853,75,0
E12000001,North East,region,19/02/2021,471,21,16979,110,1
E12000001,North East,region,18/02/2021,597,17,17974,201,2
E12000001,North East,region,17/02/2021,608,15,22562,155,0
E12000001,North East,region,16/02/2021,733,18,15942,94,0
E12000001,North East,region,15/02/2021,746,26,10415,109,0
E12000001,North East,region,14/02/2021,490,25,7939,13,0
E12000001,North East,region,13/02/2021,510,20,23734,70,0
E12000001,North East,region,12/02/2021,583,18,19808,96,1
E12000001,North East,region,11/02/2021,681,15,20016,140,1
E12000001,North East,region,10/02/2021,715,22,20786,112,0
E12000001,North East,region,09/02/2021,704,23,14687,165,0
E12000001,North East,region,08/02/2021,783,33,11566,40,0
E12000001,North East,region,07/02/2021,603,31,17063,7,0
E12000001,North East,region,06/02/2021,594,26,25608,8,0
E12000001,North East,region,05/02/2021,706,34,16532,31,1
E12000001,North East,region,04/02/2021,851,39,18512,49,0
E12000001,North East,region,03/02/2021,891,35,15304,28,0
E12000001,North East,region,02/02/2021,884,31,9592,25,1
E12000001,North East,region,01/02/2021,1034,31,8772,26,0
E12000001,North East,region,31/01/2021,762,36,11863,44,0
E12000001,North East,region,30/01/2021,781,30,21824,41,0
E12000001,North East,region,29/01/2021,903,44,21543,46,1
E12000001,North East,region,28/01/2021,972,38,13288,21,0
E12000001,North East,region,27/01/2021,1004,34,9032,4,0
E12000001,North East,region,26/01/2021,1098,33,8849,18,0
E12000001,North East,region,25/01/2021,1207,49,7410,17,0
E12000001,North East,region,24/01/2021,741,39,6823,6,0
E12000001,North East,region,23/01/2021,755,28,20556,25,0
E12000001,North East,region,22/01/2021,996,43,19707,23,1
E12000001,North East,region,21/01/2021,1139,34,17164,19,1
E12000001,North East,region,20/01/2021,1346,42,13671,17,0
E12000001,North East,region,19/01/2021,1291,51,10454,15,0
E12000001,North East,region,18/01/2021,1604,37,6646,10,0
E12000001,North East,region,17/01/2021,976,33,5526,13,0
E12000001,North East,region,16/01/2021,1042,31,15180,24,0
E12000001,North East,region,15/01/2021,1244,44,14882,21,0
E12000001,North East,region,14/01/2021,1274,41,13584,47,0
E12000001,North East,region,13/01/2021,1437,26,12677,72,0
E12000001,North East,region,12/01/2021,1466,35,9921,170,1
E12000001,North East,region,11/01/2021,1733,48,6470,603,0
E12000001,North East,region,10/01/2021,1091,36,4759,4678,0
E12000001,North East,region,09/01/2021,1031,30,13655,3577,0
E12000001,North East,region,08/01/2021,1183,31,15506,2970,0
E12000001,North East,region,07/01/2021,1525,31,12927,4133,0
E12000001,North East,region,06/01/2021,1540,24,4791,3645,1
E12000001,North East,region,05/01/2021,1775,36,4006,2737,0
E12000001,North East,region,04/01/2021,2337,26,2230,466,0
E12000001,North East,region,03/01/2021,1721,23,936,206,0
E12000001,North East,region,02/01/2021,1812,23,1839,249,1
E12000001,North East,region,01/01/2021,971,33,1518,11,0
